id,name,name_en,name_yo,amenity,building,healthcare,healthcare_speciality,operator_type,capacity_persons,addr_full,addr_city,source,adm0_pcode,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,adm3_pcode,adm3_name,adm4_pcode,adm4_name,name_latin,geometry_type,longitude,latitude
node/11891069740,Alaso Amikanle Primary Health Care Center,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Alaso Amikanle Primary Health Care Center,Point,3.2446092,6.6503625
node/11925066636,Sholay Beauty World,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Sholay Beauty World,Point,3.2201421,6.5360594
node/11925076790,Marie Stopes Clinic General Medical Care And Laboratory,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Marie Stopes Clinic General Medical Care And Laboratory,Point,3.2236565,6.5405003
node/11925076794,Jubilee Health Center And Laboratory,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Jubilee Health Center And Laboratory,Point,3.2272104,6.5358509
node/11925066633,Adebek Maternity Home,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Adebek Maternity Home,Point,3.2163817,6.5258492
node/11925066634,Pakal Medical Centre,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Pakal Medical Centre,Point,3.2151418,6.5255295
node/11925066635,Hefamaa Laboratory,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Hefamaa Laboratory,Point,3.214319,6.5276866
node/11925076802,Atinuke Tr Clinic And Maternity Home,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Atinuke Tr Clinic And Maternity Home,Point,3.2189526,6.5471541
node/11925076801,Pelfik Clinic And Maternity Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Pelfik Clinic And Maternity Center,Point,3.2182176,6.5494684
node/11925076787,Vintage Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Vintage Hospital,Point,3.2265379,6.5518107
node/11925019773,Life Fount Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Life Fount Medical Center,Point,3.2268745,6.5569562
node/11925076786,Winkoye Laboratory Service,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Winkoye Laboratory Service,Point,3.2217327,6.5526647
node/11925076800,Isuti Medical Centre,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Isuti Medical Centre,Point,3.2188976,6.551744
node/11924945907,Mount Moriah Hospital And Maternity,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Mount Moriah Hospital And Maternity,Point,3.2245503,6.5626145
node/11890813755,Savelife Hospital Moshe,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Savelife Hospital Moshe,Point,3.1885584,6.5615953
node/11889743917,Ikogbo Primary Health Center,,,hospital,,,,public,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Ikogbo Primary Health Center,Point,3.1786939,6.5318571
node/11890813756,Odan Abuja Primary Health Center,,,hospital,,,,public,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Odan Abuja Primary Health Center,Point,3.1754203,6.5781878
node/11889743915,Igbesa Primary Health Center,,,hospital,,,,public,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Igbesa Primary Health Center,Point,3.1341237,6.5276893
node/11889755182,Falola Medical Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Falola Medical Clinic,Point,3.135505,6.5367869
node/11889755183,Olabaji Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Olabaji Clinic,Point,3.1293118,6.5406641
node/11889706146,Rock Of Ages Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Rock Of Ages Hospital,Point,3.0774298,6.5296453
node/11889356827,Medics Clinical Venture,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Medics Clinical Venture,Point,3.0790901,6.5610491
node/11889356826,Ojuoluwa Medical Centre,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Ojuoluwa Medical Centre,Point,3.0814022,6.5657894
node/11889378477,Saving Grace Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Saving Grace Hospital,Point,3.0805197,6.588285
node/11889356825,De Godswill Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,De Godswill Hospital,Point,3.0914457,6.5764238
node/11889356824,Blessed Trinity Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Blessed Trinity Hospital,Point,3.0935238,6.5772458
node/11889356823,Oluwalogbon Medical Centre,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Oluwalogbon Medical Centre,Point,3.0888936,6.5797385
node/11889378478,Ketu Health Centre,,,hospital,,,,public,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Ketu Health Centre,Point,3.0715866,6.5987137
node/11889669564,Egudu Health Center,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Egudu Health Center,Point,3.0427006,6.5521424
way/735122001,Badagry General Hospital,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025006,Badagry,,,,,Badagry General Hospital,Polygon,2.8970127714285714,6.414869442857143
node/11887082163,Primary Health Building Dadiluwi Ilaje Riverine,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025006,Badagry,,,,,Primary Health Building Dadiluwi Ilaje Riverine,Point,3.0292305,6.4042557
node/11888969820,Irewe Primary Care Health Center Osulu Kingdom,,,hospital,,hospital,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Irewe Primary Care Health Center Osulu Kingdom,Point,3.1449088,6.4181773
node/11887087044,Taffi Awori Primary Health Centre,,,hospital,,hospital,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Taffi Awori Primary Health Centre,Point,3.0736023,6.4078114
node/11887050498,Goodness Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Goodness Medical Center,Point,3.1053704,6.4607312
node/11889706144,Rophe Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Rophe Clinic,Point,3.0885985,6.5061171
node/11889706145,Toluwalope Clinic and Maternity,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Toluwalope Clinic and Maternity,Point,3.0917206,6.511804
node/11889717159,Sefa Hospital Clinic And Maternity,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Sefa Hospital Clinic And Maternity,Point,3.1009206,6.5039505
node/11889717157,Agbara Primary Health Care Center,,,hospital,,,,public,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Agbara Primary Health Care Center,Point,3.1024092,6.5041077
node/11889717158,Agbara Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Agbara Medical Center,Point,3.1011794,6.5028899
node/11889706143,Nestle Nig Plc Staff Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Nestle Nig Plc Staff Clinic,Point,3.0874774,6.5011017
node/11886996047,Ore Ofe Hospital Ijanikin,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Ore Ofe Hospital Ijanikin,Point,3.125838,6.495155
node/11886996046,Hyssop Eye Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Hyssop Eye Clinic,Point,3.125436,6.4943833
node/11886996048,Femola Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Femola Hospital,Point,3.1184435,6.4943433
node/11886996049,Ijanikin Primary Health Care Center By Ile Oba Bstop Lagos Badagry Express Road,,,hospital,,,,,,,,,NGA,Nigeria,NG028,Ogun,NG028003,Ado-Odo/Ota,,,,,Ijanikin Primary Health Care Center By Ile Oba Bstop Lagos Badagry Express Road,Point,3.1186245,6.497404
node/11889139981,Bolus Coudlescent Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Bolus Coudlescent Center,Point,3.1867862,6.4835926
node/11889139980,Bossom Hospital And Maternity,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Bossom Hospital And Maternity,Point,3.1872851,6.4835473
node/11889139979,Hon C O Ojelabi Health Center Igbo Elerin,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Hon C O Ojelabi Health Center Igbo Elerin,Point,3.1882533,6.4821828
node/11886853253,Grace Land Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Grace Land Medical Center,Point,3.1999826,6.4902392
node/11886853256,Ndieze Homeopathic Medical Services 20 Drchiwumba Off Summit Light Road,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Ndieze Homeopathic Medical Services 20 Drchiwumba Off Summit Light Road,Point,3.2067874,6.5004514
node/11886853255,Adis Bunm Trado Medical Hospital And Maternity Home 14 Nnaema Uzor Street Off Summit Light Road,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Adis Bunm Trado Medical Hospital And Maternity Home 14 Nnaema Uzor Street Off Summit Light Road,Point,3.2065956,6.5029858
node/11925066632,Ijagemo Primary Health Centre,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Ijagemo Primary Health Centre,Point,3.2242063,6.5045281
node/12282723403,Pharmacy,,,pharmacy,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Pharmacy,Point,3.2332478,6.5225208
node/12282723405,Phamarcy,,,pharmacy,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Phamarcy,Point,3.2342547,6.5236471
node/12282723404,Favor chemist store,,,pharmacy,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Favor chemist store,Point,3.2344196,6.5226099
node/12282723406,Temitope faith clinic and maternity house,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Temitope faith clinic and maternity house,Point,3.2372613,6.5204337
node/11925078333,Ayodamola Health Careand Maternity Home,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Ayodamola Health Careand Maternity Home,Point,3.2381793,6.5228606
node/11925030444,Maciland Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Maciland Medical Center,Point,3.2491449,6.5240758
node/11925030443,Datam Conv Health Care Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Datam Conv Health Care Center,Point,3.2506241,6.5225555
node/11925030441,Ijegun Primary Health Care,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Ijegun Primary Health Care,Point,3.2517278,6.5140412
node/11925030442,Olatemi Maternity Home,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Olatemi Maternity Home,Point,3.2521798,6.5139999
node/11925030440,Crusaints Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Crusaints Hospital,Point,3.2525982,6.510892
node/11925139253,Ijedodo Primary Health Center,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Ijedodo Primary Health Center,Point,3.247498,6.4983674
node/11925139252,Ojo Bala Ologunebi Trado And Maternity Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025003,Alimosho,,,,,Ojo Bala Ologunebi Trado And Maternity Clinic,Point,3.2443987,6.495324
node/11975119553,Norex Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Norex Clinic,Point,3.2417527,6.46519
node/11975119552,Shalom Riyyah Hospital And Maternity,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Shalom Riyyah Hospital And Maternity,Point,3.2420866,6.4675367
node/11889212942,MRS Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,MRS Hospital,Point,3.2276791,6.4696408
node/11889190332,Bonne Fante Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Bonne Fante Hospital,Point,3.2290417,6.4590801
node/11889190335,St David Med Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,St David Med Center,Point,3.2211815,6.4562244
way/1089849872,Pamech,,,,,laboratory,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Pamech,Polygon,3.221891677777778,6.458220022222222
node/11889190333,Safe Healing Nursing Home,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Safe Healing Nursing Home,Point,3.2229839,6.4592327
node/11889190334,Alexander Memorial Hospital Olugbemi Agric,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Alexander Memorial Hospital Olugbemi Agric,Point,3.2200912,6.4585031
node/11889190338,New Nigeria Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,New Nigeria Hospital,Point,3.2142627,6.44454
node/11889190337,Divine Gift Medical Centre Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Divine Gift Medical Centre Hospital,Point,3.2218426,6.4457141
node/11889190336,Tedi Primary Health Center Ojo,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Tedi Primary Health Center Ojo,Point,3.2276148,6.4463071
node/11975219713,Joycy Hospital Saka Adisa Street Abule Osun,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Joycy Hospital Saka Adisa Street Abule Osun,Point,3.2316582,6.4548372
node/11975119554,Agbaju Primary Health Center,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Agbaju Primary Health Center,Point,3.2454561,6.4531161
node/11975119555,Divine Care Neighborhood Clinic And Maternity Satellite Town,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Divine Care Neighborhood Clinic And Maternity Satellite Town,Point,3.2520369,6.4529548
node/11975050294,Irede Primary Health Centre,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Irede Primary Health Centre,Point,3.2338093,6.4266452
node/11975012214,Outreach Medical Service,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Outreach Medical Service,Point,3.2454273,6.4213624
node/11975012215,Igbologun Medical Center,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Igbologun Medical Center,Point,3.2523206,6.4137527
node/11975057900,Iyagbe Maternity Centre,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025017,Ojo,,,,,Iyagbe Maternity Centre,Point,3.2002549,6.4182879
node/11970671717,Igbologun Primary Health Center Snake Island,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Igbologun Primary Health Center Snake Island,Point,3.3286428,6.4177241
node/11970671716,Igbologun Medical Centre,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Igbologun Medical Centre,Point,3.3325555,6.4206234
node/11970682230,Nanti,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025002,Ajeromi-Ifelodun,,,,,Nanti,Point,3.3465493,6.4267238
node/11975012213,Oriom Clinic,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Oriom Clinic,Point,3.2544288,6.4249233
node/11975020406,Far East Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Far East Medical Center,Point,3.2743549,6.4223233
node/11975128001,Orion Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Orion Clinic,Point,3.259295,6.4345972
node/11975128000,De Uzoma Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,De Uzoma Clinic,Point,3.2636301,6.4413204
node/11975127999,Irede Primary Health Center,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Irede Primary Health Center,Point,3.2650986,6.4413071
node/11975127997,Holy Family Hospital and Maternity Home,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Holy Family Hospital and Maternity Home,Point,3.2614616,6.4457401
node/11975119559,Irede Primary Health Center Riverine,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Irede Primary Health Center Riverine,Point,3.2608272,6.44841
node/11975119558,Charles Henry Specialist Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Charles Henry Specialist Hospital,Point,3.256643,6.4486838
node/11975119557,Outreach Specialist Hospital,,,hospital,,,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Outreach Specialist Hospital,Point,3.2564941,6.4509872
node/11975119556,Hopeland Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Hopeland Hospital,Point,3.2562956,6.4517575
node/11975119548,Kexpress Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Kexpress Clinic,Point,3.2608929,6.4557813
node/11975119549,Dunamis House Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Dunamis House Medical Center,Point,3.2619672,6.4557233
node/11975119550,Rhowil Total Care Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Rhowil Total Care Medical Center,Point,3.2625472,6.453204
node/11975119551,Life Hope Multi Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Life Hope Multi Medical Center,Point,3.2605657,6.4542575
node/11975119560,Satellite Town Primary Health Care Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Satellite Town Primary Health Care Center,Point,3.2646802,6.4497333
node/11942424919,Elbethel Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Elbethel Hospital,Point,3.2766187,6.4568974
node/11975127998,Bengoz Maternity Home,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Bengoz Maternity Home,Point,3.2663083,6.4420493
node/11975117976,Grace View Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Grace View Medical Center,Point,3.2774971,6.4467495
node/11975117977,Jes 7 Jes Clinic Amuwo Housing,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Jes 7 Jes Clinic Amuwo Housing,Point,3.2798119,6.4481701
node/11942350448,Eromon Specialist Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Eromon Specialist Hospital,Point,3.2916337,6.4522586
node/11942350446,Far East Maternity Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Far East Maternity Center,Point,3.2968748,6.4567894
node/11942321682,Safehands Medical Centre,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Safehands Medical Centre,Point,3.3000143,6.4585418
node/11942350441,Common Sight Ltd,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Common Sight Ltd,Point,3.2959856,6.4589769
node/11942350440,Fravyn Maternity,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Fravyn Maternity,Point,3.2951535,6.4589649
node/11942350443,Macfin Medical Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Macfin Medical Clinic,Point,3.2929346,6.4583206
node/11942350442,Makal Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Makal Medical Center,Point,3.2941228,6.4577236
node/11942350447,St Grace Nursing and Convascent Home,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,St Grace Nursing and Convascent Home,Point,3.2927126,6.455682
node/11942350444,Agboju Primary Health Care Centre,,,hospital,,hospital,,public,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Agboju Primary Health Care Centre,Point,3.2912824,6.4590935
node/11942350445,Golden Care Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Golden Care Hospital,Point,3.286736,6.4581567
node/11942424920,Nigerian Navy Reference Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Nigerian Navy Reference Hospital,Point,3.2821199,6.4516509
node/11942424911,Primecare Hospital Festac,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Primecare Hospital Festac,Point,3.2780966,6.4690358
node/11942424910,Renue Clinic,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Renue Clinic,Point,3.2782991,6.4701285
node/11942424915,Holy Family Catholic Church Medical Centre Festac,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Holy Family Catholic Church Medical Centre Festac,Point,3.2830212,6.4683802
node/11942350432,Holy Rosary Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Holy Rosary Medical Center,Point,3.2850033,6.4671383
node/11942350433,Godspower Specialist Clinic Hospital And Matanity,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Godspower Specialist Clinic Hospital And Matanity,Point,3.2859253,6.4666852
node/11942350431,Zodiac Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Zodiac Hospital,Point,3.2859307,6.4677386
node/11942424916,The Hosanna Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,The Hosanna Hospital,Point,3.2840994,6.4675061
node/11942424914,Golden Cross Hospital Festac,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Golden Cross Hospital Festac,Point,3.2833041,6.4681337
node/11942424913,Festac Primary Health Centre,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Festac Primary Health Centre,Point,3.2837695,6.4694543
node/11942350430,Faith Care Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Faith Care Hospital,Point,3.2864825,6.4683895
node/11942350429,Praise Medical Center,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Praise Medical Center,Point,3.2889321,6.468101
node/11942350436,St Clements Hospital,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,St Clements Hospital,Point,3.2873248,6.4652274
node/11942424917,Bethesda Family Clinic And Maternity,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Bethesda Family Clinic And Maternity,Point,3.283866,6.4632738
node/11942424918,Firstline Hospital Festac,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Firstline Hospital Festac,Point,3.2841249,6.4626635
node/11942350435,Sheperd Specialist Hospital,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Sheperd Specialist Hospital,Point,3.2984921,6.4649528
node/11942350439,St Judes Hospital Maternity,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,St Judes Hospital Maternity,Point,3.2955042,6.4633351
node/11942350438,Lasapienza Hospital and Maternity,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Lasapienza Hospital and Maternity,Point,3.2952514,6.4646537
node/11942350434,Neb's Clinic and Health Care Service,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Neb's Clinic and Health Care Service,Point,3.2957791,6.4683509
node/11942350426,Levan Hospital First Avenue G Close Festac Town,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Levan Hospital First Avenue G Close Festac Town,Point,3.2957228,6.4701539
node/11942350428,Pentecost Medical Center 112 Festac Town,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Pentecost Medical Center 112 Festac Town,Point,3.2929105,6.4700939
node/11942350437,Royal Oak Hospital,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Royal Oak Hospital,Point,3.2935488,6.4657777
node/11942350427,Emel Specialist Hospital Festac Town,,,hospital,,,,,,,,,NGA,Nigeria,NG025,Lagos,NG025004,Amuwo-Odofin,,,,,Emel Specialist Hospital Festac Town,Point,3.289445,6.4756533
