id,name,name_en,name_yo,amenity,building,healthcare,healthcare_speciality,operator_type,capacity_persons,addr_full,addr_city,source,adm0_pcode,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,adm3_pcode,adm3_name,adm4_pcode,adm4_name,name_latin,geometry_type,longitude,latitude
node/9771681775,Milestone galaxy diagnostic center,,,,,laboratory,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Milestone galaxy diagnostic center,Point,8.891987,9.9025359
node/9771929420,Pills & potions pharmacy,,,pharmacy,,,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Pills & potions pharmacy,Point,8.8918526,9.9015176
node/9771931774,Hopehill medical center,,,hospital,,,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Hopehill medical center,Point,8.8872198,9.896104
node/9771966362,Edmark pharmacy,,,pharmacy,,pharmacy,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Edmark pharmacy,Point,8.8906148,9.8979818
node/9771971895,Jordan Eye 👀,,,clinic,,,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Jordan Eye ,Point,8.8845274,9.8922015
node/11967088575,Serenity and Wellbeing Health Care Services,,,hospital,,hospital,,private,,,,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Serenity and Wellbeing Health Care Services,Point,8.8868078,9.8948658
way/211846252,,,,hospital,,,,,,,,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,,Polygon,8.88436566666667,9.895256858333333
node/2554016955,LA Med Pharmacy,,,pharmacy,,,,,,,,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,LA Med Pharmacy,Point,8.8783887,9.8902425
node/12625510502,Apex Clinic,,,clinic,,clinic,,,,,,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Apex Clinic,Point,8.8765798,9.889578
way/803666307,Tandem Medical Center,,,hospital,,hospital,general,,,,,,NGA,Nigeria,NG032,Plateau,NG032006,Jos South,,,,,Tandem Medical Center,Polygon,8.87319738,9.8770962
way/1178170222,The Potters Specialist Hospital,,,hospital,,hospital,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032006,Jos South,,,,,The Potters Specialist Hospital,Polygon,8.8594155,9.863644983333332
way/1178170227,Kufang Medical center,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG032,Plateau,NG032006,Jos South,,,,,Kufang Medical center,Polygon,8.864162522222223,9.864576188888888
way/1180559836,Lawrack hospital,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG032,Plateau,NG032006,Jos South,,,,,Lawrack hospital,Polygon,8.85371005,9.854689516666667
way/1180559838,Park View family Hospital,,,hospital,,hospital,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032006,Jos South,,,,,Park View family Hospital,Polygon,8.857066233333335,9.8709149
node/9772344864,Hwolshe medical center Tudun Wada,,,hospital,,,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Hwolshe medical center Tudun Wada,Point,8.8668993,9.8919671
node/9772368487,Blessed clinic,,,clinic,,,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Blessed clinic,Point,8.8652058,9.8943615
way/1302388897,Keychel pharmacy,,,pharmacy,yes,,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Keychel pharmacy,Polygon,8.864805142857142,9.893866857142857
way/1229591135,Dadin kowa comprehensive health center,,,hospital,,hospital,,government,,,,,NGA,Nigeria,NG032,Plateau,NG032006,Jos South,,,,,Dadin kowa comprehensive health center,Polygon,8.86674168,9.851350120000001
node/5382802069,Kalyto Pharmacy,,,pharmacy,,,,,,,,,NGA,Nigeria,NG032,Plateau,NG032006,Jos South,,,,,Kalyto Pharmacy,Point,8.8938666,9.8648563
node/9774688204,Rikkos Medical Center,,,hospital,,hospital,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Rikkos Medical Center,Point,8.9200923,9.8881357
node/9774631691,Kimky Pharmacy,,,pharmacy,,pharmacy,,,,,Jos,,NGA,Nigeria,NG032,Plateau,NG032005,Jos North,,,,,Kimky Pharmacy,Point,8.9193757,9.8894566
way/1165917385,Marysol Specialist Hospital,,,hospital,,hospital,,,,,Jos South,,NGA,Nigeria,NG032,Plateau,NG032006,Jos South,,,,,Marysol Specialist Hospital,Polygon,8.9284565,9.86780568
way/305156486,Bandas Dispensary,,,hospital,hospital,hospital,,public,,"Baraza, Dass, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005006,Dass,,,,,Bandas Dispensary,Polygon,9.36388438,9.873957720000002
way/305156485,Zari Maku Dispensary,,,hospital,hospital,hospital,,public,,"Palama, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Zari Maku Dispensary,Polygon,9.289993820000001,9.932389680000002
way/305156471,Gandi Maternity,,,hospital,hospital,hospital,,public,,"Palama, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Gandi Maternity,Polygon,9.3261991,9.94763936
way/305156436,Zakshi Primary Health Center,,,hospital,hospital,hospital,,public,,"Palama, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Zakshi Primary Health Center,Polygon,9.346547310526315,9.941275231578949
way/305126166,Kufai Dispensary,,,hospital,hospital,hospital,,public,,"Palama, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Kufai Dispensary,Polygon,9.2618874,10.008960640000002
way/305126131,Palama Dispensary,,,hospital,hospital,hospital,,public,,"Palama, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Palama Dispensary,Polygon,9.33470024,10.02663746
way/305126034,Buka Tulai Dispensary,,,hospital,hospital,hospital,,public,,"Tulai, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Buka Tulai Dispensary,Polygon,9.2880674,10.07351236
way/305126164,Buka Tulai Maternity,,,hospital,hospital,hospital,,public,,"Tulai, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Buka Tulai Maternity,Polygon,9.28812566,10.07427378
way/305126257,Balarabe Maternity Clinic,,,hospital,hospital,hospital,,public,,"Tulai, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Balarabe Maternity Clinic,Polygon,9.29340601111111,10.102812166666666
way/305126060,Balorabe Dispensary,,,hospital,hospital,hospital,,public,,"Tulai, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Balorabe Dispensary,Polygon,9.293782160000003,10.1030433
way/305126098,Yakanaji Dispensary,,,hospital,hospital,hospital,,public,,"Tulai, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Yakanaji Dispensary,Polygon,9.3486242,10.10542662
way/305126195,Polchi Maternity,,,hospital,hospital,hospital,,public,,"Tulai, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Polchi Maternity,Polygon,9.301210820000001,10.12245448
way/305126081,Polchi Dispensary,,,hospital,hospital,hospital,,public,,"Tulai, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Polchi Dispensary,Polygon,9.299051760000001,10.12455042
way/794670735,Zukku Dispensary,,,hospital,,hospital,,public,,"Rishi, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Zukku Dispensary,Polygon,8.890408480000001,10.5205819
way/794669968,Samanja Dispensary,,,hospital,,hospital,,public,,"Rahama, Toro, Bauchi",,,NGA,Nigeria,NG020,Kano,NG020011,Doguwa,,,,,Samanja Dispensary,Polygon,8.808330139999999,10.608857140000001
way/288808002,,,,hospital,yes,,,,,,,,NGA,Nigeria,NG020,Kano,NG020011,Doguwa,,,,,,Polygon,8.727830688888888,10.749989933333334
node/2923599555,Ririwai Primary Health Centre,,,hospital,,,,,,"Riruwai, Doguwa, Kano",,,NGA,Nigeria,NG020,Kano,NG020011,Doguwa,,,,,Ririwai Primary Health Centre,Point,8.7279186,10.750129
way/288808001,,,,hospital,yes,,,,,,,,NGA,Nigeria,NG020,Kano,NG020011,Doguwa,,,,,,Polygon,8.727669099999998,10.750180085714286
node/2923599553,Kwando Primary Health Centre,,,hospital,,,,,,"Riruwai, Doguwa, Kano",,,NGA,Nigeria,NG020,Kano,NG020011,Doguwa,,,,,Kwando Primary Health Centre,Point,8.6821695,10.7083293
node/2923599548,Dadin Kowa Primary Health Centre,,,hospital,,,,,,"Dadin Kowa, Doguwa, Kano",,,NGA,Nigeria,NG020,Kano,NG020011,Doguwa,,,,,Dadin Kowa Primary Health Centre,Point,8.6305712,10.7017877
node/2923599550,Dokar Sati Health Post,,,hospital,,,,,,"Unguwar Tsohuwa, Doguwa, Kano",,,NGA,Nigeria,NG020,Kano,NG020011,Doguwa,,,,,Dokar Sati Health Post,Point,8.619358,10.728985
node/2923599554,Mekwandira Health Post,,,hospital,,,,,,"Tagwaye, Doguwa, Kano",,,NGA,Nigeria,NG020,Kano,NG020011,Doguwa,,,,,Mekwandira Health Post,Point,8.6301797,10.8088385
way/301909242,Kawawa Dispensary,,,hospital,yes,hospital,,public,,"Burra, Ningi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005015,Ningi,,,,,Kawawa Dispensary,Polygon,8.89097456,11.0182818
way/808773731,Yada Gungume Primary Health Center,,,hospital,,hospital,,public,,"Sama, Ningi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005015,Ningi,,,,,Yada Gungume Primary Health Center,Polygon,9.05765676,10.86549868
way/303738401,Kajala Dispensary,,,hospital,hospital,hospital,,public,,"Yuwa, Ningi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005015,Ningi,,,,,Kajala Dispensary,Polygon,9.104194128571429,10.898679742857142
way/301941450,Ganji Dispensary,,,hospital,hospital,hospital,,public,,"Kurmi, Ningi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005015,Ningi,,,,,Ganji Dispensary,Polygon,9.153412459999998,11.15966538
way/794668799,Tulu Maternity,,,hospital,,hospital,,public,,"Tama, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Tulu Maternity,Polygon,9.0295681,10.57657766
way/794668516,Tulu Dispensary,,,hospital,,hospital,,public,,"Tama, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Tulu Dispensary,Polygon,9.02808488,10.576115259999998
way/794668306,Fatara Dispensary,,,hospital,,hospital,,public,,"Lame, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Fatara Dispensary,Polygon,9.132277240000002,10.54345392
way/794668011,Rauta Maternity,,,hospital,,hospital,,public,,"Rauta geji, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Rauta Maternity,Polygon,9.573277439999998,10.5204482
node/7711383318,Wushi H Post,,,hospital,,hospital,,public,,"Kariya A, Ganjuwa, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005008,Ganjuwa,,,,,Wushi H Post,Point,9.6075189,10.7302103
way/794686530,Barum Primary Health Center,,,hospital,,hospital,,public,,"Kangere, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Barum Primary Health Center,Polygon,10.065597328571428,10.351664985714285
way/795163589,Bishi Dispensary,,,hospital,,hospital,,public,,"Kangere, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Bishi Dispensary,Polygon,10.090083799999999,10.25326988
way/795163544,Bamanu Maternity,,,hospital,,hospital,,public,,"Kangere, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Bamanu Maternity,Polygon,10.088197339999999,10.176989899999999
way/795168484,Kangyare Primary Health Center,,,hospital,,hospital,,public,,"Kangere, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Kangyare Primary Health Center,Polygon,9.996602385714285,10.261065414285715
way/794678942,Ibrahim Bako Health Center,,,hospital,,hospital,,public,,"Tirwun, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Ibrahim Bako Health Center,Polygon,9.88120215,10.316296699999999
way/794679585,Primary Health Center Doya,,,hospital,,hospital,,public,,"Dan Amar A, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Primary Health Center Doya,Polygon,9.85168261111111,10.315460533333333
way/795169194,Kofar Dumi Maternal and Child Health Clinic,,,hospital,,hospital,,public,,"Dan Amar B, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Kofar Dumi Maternal and Child Health Clinic,Polygon,9.85710376,10.3083749
way/795165480,Dumin Jeji Dispensary Clinic,,,hospital,,hospital,,public,,"Tirwun, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Dumin Jeji Dispensary Clinic,Polygon,9.871217855555557,10.282675455555555
way/795166825,Gudun Primary Health Center,,,hospital,,hospital,,public,,"Tirwun, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Gudun Primary Health Center,Polygon,9.853724499999998,10.2704675
way/795167029,Jitar Primary Health Center,,,hospital,,hospital,,public,,"Gwaskwaram, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Jitar Primary Health Center,Polygon,9.9335093,10.2391756
node/11016359414,University Clinic,,,clinic,,clinic,,,,,,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,University Clinic,Point,9.7936269,10.2789172
node/11010997280,Yelwa Domiciliary,,,hospital,,hospital,,government,,,,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Yelwa Domiciliary,Point,9.799994,10.2816162
node/11010238562,Yelwa Clinic,,,clinic,,clinic,,,,,,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Yelwa Clinic,Point,9.7946587,10.2711994
node/12983138947,Cocin Clinic,,,clinic,,clinic,,,,,,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Cocin Clinic,Point,9.7920046,10.2714638
node/12983070892,M.B. Sauki Ultrasound Laboratory,,,,,laboratory,,,,,,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,M.B. Sauki Ultrasound Laboratory,Point,9.7947576,10.2675576
way/795191121,Maternity Clinic Kusu Yalwan Kagadama,,,hospital,,hospital,,public,,"Birshi, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Maternity Clinic Kusu Yalwan Kagadama,Polygon,9.7928853,10.266163539999999
way/794685519,Yuli Dispensary,,,hospital,,hospital,,public,,"Yali, Ganjuwa, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Yuli Dispensary,Polygon,9.935300780000002,10.37942548
way/794679809,Ruda Yausa Dispensary,,,hospital,,hospital,,public,,"Yali, Ganjuwa, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Ruda Yausa Dispensary,Polygon,9.846485699999999,10.46661008
way/301872754,Dumin Hayi Dispensary,,,hospital,hospital,hospital,,public,,"Kundun Durum, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Dumin Hayi Dispensary,Polygon,9.70459926,10.47973644
way/794649990,Kusi,,,hospital,,hospital,,public,,"Kundun Durum, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Kusi,Polygon,9.690204316666668,10.472343183333333
way/794649761,Kundum Dispensary,,,hospital,,hospital,,public,,"Kundun Durum, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Kundum Dispensary,Polygon,9.72659902,10.41939222
way/794319002,Felun Abba Maternity,,,hospital,,hospital,,public,,"Rauta geji, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Felun Abba Maternity,Polygon,9.63342698,10.339695540000001
way/809118108,Nahuta Dispensary,,,hospital,,hospital,,public,,"Rauta geji, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Nahuta Dispensary,Polygon,9.621285014285714,10.4951456
way/795601536,Mundu Dispensary,,,hospital,,hospital,,public,,"Jama'a, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Mundu Dispensary,Polygon,9.41381156,10.43551518
way/794319953,Makera Maternity,,,hospital,,hospital,,public,,"Jama'a, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Makera Maternity,Polygon,9.523036300000001,10.37557666
way/794319460,Makera Dispensary,,,hospital,,hospital,,public,,"Jama'a, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Makera Dispensary,Polygon,9.52315412,10.374802359999999
way/795238107,Kwambo Dispensary,,,hospital,,hospital,,public,,"Zaranda, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Kwambo Dispensary,Polygon,9.53033108,10.3070903
way/795254642,Nobordo Primary Health Center,,,hospital,,hospital,,public,,"Zaranda, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Nobordo Primary Health Center,Polygon,9.39835368,10.22272264
way/795252019,Zaranda Maternity,,,hospital,,hospital,,public,,"Zaranda, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Zaranda Maternity,Polygon,9.513046220000001,10.23200364
way/795239058,Rijiyan Dispensary,,,hospital,,hospital,,public,,"Miri, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005017,Tafawa-Balewa,,,,,Rijiyan Dispensary,Polygon,9.6245817,10.23900658
way/795239520,Tashin Dirimi Maternity,,,hospital,,hospital,,public,,"Jama'a, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005018,Toro,,,,,Tashin Dirimi Maternity,Polygon,9.586269912499999,10.22417689375
way/795237592,Geji Dispensary,,,hospital,,hospital,,public,,"Rauta geji, Toro, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Geji Dispensary,Polygon,9.64524308,10.29520314
way/795237280,Buzaye Dispensary,,,hospital,,hospital,,public,,"Miri, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Buzaye Dispensary,Polygon,9.661395699999998,10.247255019999999
way/795237164,Buarnawa Dispensary,,,hospital,,hospital,,public,,"Miri, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Buarnawa Dispensary,Polygon,9.66469954,10.28523464
way/795180729,Dungal Dispensary,,,hospital,,hospital,,public,,"Miri, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Dungal Dispensary,Polygon,9.7224254,10.2848191
way/795191417,Miri Primary Health Center,,,hospital,,hospital,,public,,"Miri, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Miri Primary Health Center,Polygon,9.74423476,10.30891462
way/795179148,Bayara General Hospital Hosp,,,hospital,,hospital,,public,,"Birshi, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Bayara General Hospital Hosp,Polygon,9.735001466666667,10.225020111111112
way/795180911,Kadage Dispensary,,,hospital,,hospital,,public,,"Birshi, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Kadage Dispensary,Polygon,9.690769040000001,10.16147996
way/305126024,Mararraban/L Katagum Health Clinic,,,hospital,hospital,hospital,,public,,"Liman Katagum, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Mararraban/L Katagum Health Clinic,Polygon,9.6643987,10.103734999999999
way/305126029,Kungas Health Clinic,,,hospital,hospital,hospital,,public,,"Yamrat, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Kungas Health Clinic,Polygon,9.895687917647058,10.064394623529411
way/305126013,Primary Heath Care Luda,,,hospital,hospital,hospital,,public,,"Yamrat, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Primary Heath Care Luda,Polygon,9.8719184,10.044903806666667
way/809522751,Yuguda Primary Health Center,,,hospital,,hospital,,public,,"Mun-Munsal, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Yuguda Primary Health Center,Polygon,10.02466654,10.049974259999999
way/305126157,Gamawa Dispensary,,,hospital,hospital,hospital,,public,,"Mun-Munsal, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Gamawa Dispensary,Polygon,9.96857712,10.03341626
way/809285337,Gwaskwaram Primary Health Center,,,hospital,,hospital,,public,,"Gwaskwaram, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Gwaskwaram Primary Health Center,Polygon,9.956274339999998,10.075616059999998
way/809285386,Gwaskwaram Primary Health Center,,,hospital,,hospital,,public,,"Gwaskwaram, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Gwaskwaram Primary Health Center,Polygon,9.95706264,10.0822572
way/305142862,Yola Doka Dispensary,,,hospital,hospital,hospital,,public,,"Mun-Munsal, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Yola Doka Dispensary,Polygon,10.036062660000002,10.0746458
way/305142859,Yola Maternal Child Health Clinic,,,hospital,hospital,hospital,,public,,"Galambi, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Yola Maternal Child Health Clinic,Polygon,10.11497062,10.137491220000001
way/795164507,Shafa Primary Health Center,,,hospital,,hospital,,public,,"Galambi, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Shafa Primary Health Center,Polygon,10.12919492,10.154162640000001
way/809521062,Birin Primary Health Center,,,hospital,,hospital,,public,,"Birim Gigyara, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Birin Primary Health Center,Polygon,10.084676239999999,10.00185956
way/305142860,Badara Dipensary,,,hospital,hospital,hospital,,public,,"Birim Gigyara, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Badara Dipensary,Polygon,10.13150478,10.01457456
way/809532677,Mundamiyo Health Clinic,,,hospital,,hospital,,public,,"Lim Kundak, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Mundamiyo Health Clinic,Polygon,9.99100202,9.846345620000001
way/305156469,Kumbala Health Clinic,,,hospital,hospital,hospital,,public,,"Lim Kundak, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Kumbala Health Clinic,Polygon,10.04076,9.892852440000002
way/305156434,Dan Health Post,,,hospital,hospital,hospital,,public,,"Dan, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Dan Health Post,Polygon,10.175044236363638,9.87494099090909
way/305156432,Yalwan Duguri Model Primary Health Center,,,hospital,hospital,hospital,,public,,"Dan, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Yalwan Duguri Model Primary Health Center,Polygon,10.183945663636363,9.960043781818182
way/305156451,Gale Maternity,,,hospital,hospital,hospital,,public,,"Kungibar, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Gale Maternity,Polygon,10.33880978,10.055984360000002
way/305156502,Modern Primary Health Center Bakin Kogi,,,hospital,hospital,hospital,,public,,"Pali West, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Modern Primary Health Center Bakin Kogi,Polygon,10.351138677777778,10.074526222222223
way/305156470,Gar Maternity,,,hospital,hospital,hospital,,public,,"Gar, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Gar Maternity,Polygon,10.267295620000002,10.07282536
way/809524887,Fanti Maternity and Child Health Center,,,hospital,,hospital,,public,,"Gar, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Fanti Maternity and Child Health Center,Polygon,10.27782922,10.070079060000001
way/305156447,Shira Health Clinic,,,hospital,hospital,hospital,,public,,"Kungibar, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Shira Health Clinic,Polygon,10.2789088,10.050167519999999
way/305142857,Guruntu Dispensary,,,hospital,hospital,hospital,,public,,"Gar, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Guruntu Dispensary,Polygon,10.160944279999999,10.01031996
way/305142861,Ganga Dispensary,,,hospital,hospital,hospital,,public,,"Gar, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Ganga Dispensary,Polygon,10.147128499999999,10.05437172
way/690148583,,,,hospital,,hospital,,,,,,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,,Polygon,10.183186240000001,10.14106716
node/6474789869,Guma Health Clinic,,,,,clinic,,,,,,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Guma Health Clinic,Point,10.1831978,10.1410777
way/305142858,Jalingo Health Clinc,,,hospital,hospital,hospital,,public,,"Galambi, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Jalingo Health Clinc,Polygon,10.149474000000001,10.12025276
way/795163821,Dindima Dispensary,,,hospital,,hospital,,public,,"Galambi, Bauchi, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005002,Bauchi,,,,,Dindima Dispensary,Polygon,10.1467001,10.23797114
way/795161059,Gwaram Health Clinic,,,hospital,,hospital,,public,,"Gwaram A, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Gwaram Health Clinic,Polygon,10.28655056,10.238245659999999
node/3081661783,Bakin Kogi Model Primary Health Center,,,hospital,,,,public,,"Alkaleri West, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Bakin Kogi Model Primary Health Center,Point,10.3008603,10.2602242
node/3081661788,Guruntun Dispensary,,,hospital,,,,public,,"Alkaleri West, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Guruntun Dispensary,Point,10.3005274,10.2610311
way/795148983,Alkaleri General Hospital,,,hospital,,hospital,,public,,"Alkaleri West, Alkaleri, Bauchi",,,NGA,Nigeria,NG005,Bauchi,NG005001,Alkaleri,,,,,Alkaleri General Hospital,Polygon,10.31435306,10.265116780000001
